transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet
TXN000835,CLI0147,2024-05-17 05:17:00,-487.1,USD,1.08,-451.02,Paiement CB,Credit Immobilier,Nice-Massena,Debit,Complete,812.0,Premium,20080.08,
TXN000593,CLI0049,2022-10-26 00:18:00,-2929.58,EUR,1.0,-2929.58,Remboursement credit,Credit Auto,Lyon-Part-Dieu,Debit,En attente,593.0,Standard,18544.92,
TXN000493,CLI0021,2023-08-17 20:12:03,"-571,02",USD,1.08,-528.72,Interets,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,697.0,,15013.63,
TXN001451,CLI0008,2023-04-04 00:00:00,-2019.76,EUR,1.0,-2019.76,Depot especes,Compte Epargne,Nantes-Commerce,Debit,En attente,744.0,Premium,19525.39,
TXN000395,CLI0126,2022-05-05 11:35:00,2243.26,EUR,1.0,2243.26,Prelevement,PEA,Bordeaux-Meriadeck,Credit,Complete,514.0,Risque,3009.17,
TXN001772,CLI0076,2024-02-12 02:21:00,2006.57,EUR,1.0,2006.57,Depot especes,Compte Courant,Lyon-Part-Dieu,Credit,Complete,326.0,Risque,27606.12,
TXN001070,CLI0083,2022-03-05 06:36:00,-1410.48,EUR,1.0,-1410.48,Depot especes,Credit Auto,Lyon-Part-Dieu,Debit,Rejete,643.0,STANDARD,39858.0,
TXN000576,CLI0008,2023-07-23 21:35:00,104.47,USD,1.08,96.73,Paiement CB,Credit Auto,Nantes-Commerce,Credit,Complete,744.0,Premium,2860.83,
TXN000574,CLI0017,2023-07-01 09:41:00,97.08,GBP,0.86,112.88,Retrait DAB,Credit Consommation,Bordeaux-Meriadeck,Credit,Complete,,Standard,5766.57,
TXN001896,CLI0057,2024-04-16 00:03:00,301.5,EUR,1.0,301.5,Virement,Credit Immobilier,Nice-Massena,Credit,Complete,435.0,Risque,1578.27,
TXN001303,CLI0112,2024-10-19 16:39:00,-3225.63,EUR,1.0,-3225.63,Virement international,Credit Consommation,Marseille-Vieux-Port,Debit,Complete,636.0,Standard,35202.47,
TXN000736,CLI0038,2022-10-29 08:15:00,309.03,EUR,1.0,309.03,Paiement CB,Credit Immobilier,Bordeaux-Meriadeck,Credit,Complete,516.0,Risque,38571.51,
TXN001833,CLI0085,2023-02-27 13:31:00,-2293.62,USD,1.08,-2123.72,Prelevement,Compte Epargne,Toulouse-Capitole,Debit,Rejete,390.0,,5330.08,
TXN000280,CLI0141,2022-11-10 06:44:00,-349.16,EUR,1.0,-349.16,Paiement CB,Compte Epargne,Lille-Grand-Place,Debit,Complete,726.0,Premium,33157.9,
TXN000338,CLI0043,2024-11-24 12:38:00,485.24,CHF,0.97,500.25,Paiement CB,Assurance Vie,Bordeaux-Meriadeck,Credit,En attente,735.0,Premium,10908.01,
TXN000228,CLI0110,2023-01-19 08:17:00,-1365.73,EUR,1.0,-1365.73,Depot especes,Credit Consommation,Toulouse-Capitole,Debit,Complete,629.0,Standard,24994.69,
TXN000009,CLI0123,2024-03-31 15:04:00,1752.21,GBP,0.86,2037.45,Prelevement,Credit Immobilier,Bordeaux-Meriadeck,Credit,Complete,595.0,Standard,28185.7,
TXN001110,CLI0018,2023-04-17 21:13:00,-1773.27,GBP,0.86,-2061.94,Virement international,Assurance Vie,Bordeaux-Meriadeck,Debit,Complete,328.0,Risque,46001.93,
TXN001773,CLI0025,2022-08-08 07:41:00,278.39,EUR,1.0,278.39,Retrait DAB,Compte Courant,Lyon-Part-Dieu,Credit,Complete,688.0,,26768.19,
TXN001609,CLI0141,2023-09-26 13:55:00,-2948.2,EUR,1.0,-2948.2,Depot especes,Livret A,Lille-Grand-Place,Debit,Complete,726.0,Premium,10007.93,
TXN000069,CLI0119,2024-01-26 09:04:00,1951.77,EUR,1.0,1951.77,Interets,Livret A,Bordeaux-Meriadeck,Credit,Complete,793.0,Premium,25402.68,
TXN001948,CLI0028,2023-08-27 05:39:00,-2654.97,EUR,1.0,-2654.97,Remboursement credit,Assurance Vie,Lyon-Part-Dieu,Debit,Complete,667.0,Standard,27669.11,
TXN001121,CLI0107,02/01/2022 09:30,1434.99,EUR,1.0,1434.99,Interets,Credit Immobilier,Lille-Grand-Place,Credit,Complete,420.0,Risque,27045.31,
TXN001366,CLI0020,2023-09-24 23:19:00,-3373.59,EUR,1.0,-3373.59,Virement international,Assurance Vie,Bordeaux-Meriadeck,Debit,Complete,660.0,Standard,35618.84,
TXN001146,CLI0065,2023-12-06 11:15:00,2357.73,GBP,0.86,2741.55,Virement international,PEA, Bordeaux-Meriadeck ,Credit,Complete,660.0,Standard,49549.69,
TXN001181,CLI0106,2023-01-24 15:16:00,1820.38,EUR,1.0,1820.38,Remboursement credit,Compte Epargne,,Credit,Complete,652.0,Standard,38379.62,
TXN001776,CLI0150,2023-06-21 17:34:00,-222.54,EUR,1.0,-222.54,Prelevement,Assurance Vie,Nantes-Commerce,Debit,Complete,648.0,Standard,41874.87,
TXN001644,CLI0092,2024-05-05 22:58:00,-199.78,EUR,1.0,-199.78,Virement,PEA,Nantes-Commerce,Debit,Complete,717.0,Standard,36001.77,
TXN000025,CLI0124,12/02/2024 14:59,-2709.86,EUR,1.0,-2709.86,Virement international,Credit Consommation,Toulouse-Capitole,Debit,Complete,585.0,Standard,11754.77,
TXN000634,CLI0089,2024-12-16 19:58:00,-483.24,GBP,0.86,-561.91,Virement,Credit Consommation,Bordeaux-Meriadeck,Debit,En attente,638.0,Standard,31255.55,
TXN000471,CLI0109,2023-04-30 22:32:00,844.29,EUR,1.0,844.29,Virement,PEA,Lyon-Part-Dieu,Credit,Complete,701.0,Standard,1989.47,
TXN000558,CLI0070,2024-04-08 15:32:00,872.73,EUR,1.0,872.73,Remboursement credit,Livret A,Nantes-Commerce,Credit,Complete,425.0,,24518.13,
TXN000294,CLI0104,2022-01-01 02:50:00,1832.4,EUR,1.0,1832.4,Remboursement credit,Assurance Vie,Nantes-Commerce,Credit,En attente,690.0,Standard,28160.4,
TXN000773,CLI0010,2023-03-17 04:38:00,284.99,EUR,1.0,284.99,Retrait DAB,Assurance Vie,Lyon-Part-Dieu,Credit,Complete,816.0,Premium,31153.41,
TXN001856,CLI0132,2023-01-17 17:08:00,-1217.9,MAD,10.85,-112.25,Remboursement credit,Credit Immobilier,Bordeaux-Meriadeck,Debit,Rejete,663.0,Standard,46199.1,
TXN001263,CLI0029,2022-01-09 08:59:00,1673.82,EUR,1.0,1673.82,Virement,Credit Consommation,Paris-Centre,Credit,Complete,696.0,Standard,39407.44,
TXN001951,CLI0127,2022-02-21 02:28:00,1420.43,EUR,1.0,1420.43,Prelevement,Compte Courant,Nice-Massena,Credit,En attente,691.0,Standard,40330.55,
TXN001189,CLI0105,2022-12-14 23:59:00,-998.89,EUR,1.0,-998.89,Virement,Livret A,Nice-Massena,Debit,Complete,634.0,Standard,394.49,
TXN001023,CLI0108,2022-05-08 10:06:00,-2580.78,EUR,1.0,-2580.78,Prelevement,Credit Consommation,Paris-Centre,Debit,Complete,375.0,Risque,36898.94,
TXN000121,CLI0064,2023-04-06 09:49:00,-158.72,EUR,1.0,-158.72,Paiement CB,Credit Auto,Lille-Grand-Place,Debit,Complete,,Premium,17505.28,
TXN000906,CLI0150,2023-05-22 15:07:00,-183.27,EUR,1.0,-183.27,Virement,Assurance Vie,Nantes-Commerce,Debit,Complete,648.0,Standard,26310.93,
TXN001307,CLI0123,2024-11-25 19:33:00,2439.92,EUR,1.0,2439.92,Depot especes,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,595.0,,38059.44,
TXN001389,CLI0027,2023-03-29 23:13:00,-694.49,USD,1.08,-643.05,Interets,Assurance Vie,Lyon-Part-Dieu,Debit,Complete,305.0,Risque,29416.23,
TXN001335,CLI0139,2022-07-09 22:41:00,-498.07,EUR,1.0,-498.07,Remboursement credit,Credit Auto,Marseille-Vieux-Port,Debit,Complete,,Standard,6760.82,
TXN000511,CLI0118,2023-12-05 07:56:00,-920.73,EUR,1.0,-920.73,Remboursement credit,Credit Immobilier,Lille-Grand-Place,Debit,Complete,,Standard,27682.51,
TXN000180,CLI0133,2023-11-09 17:27:00,-2877.46,EUR,1.0,-2877.46,Depot especes,Compte Epargne,Lille-Grand-Place,Debit,Complete,677.0,Standard,9400.71,
TXN001094,CLI0068,2023-09-14 11:09:00,953.39,CHF,0.97,982.88,Interets,PEA,Lyon-Part-Dieu,Credit,Complete,605.0,Standard,21322.37,
TXN001983,CLI0065,2022-07-05 05:50:00,529.45,EUR,1.0,529.45,Depot especes,Livret A,Bordeaux-Meriadeck,Credit,Complete,660.0,Standard,28712.54,
TXN001560,CLI0142,2024-02-12 11:06:00,-393.93,eur,1.0,-393.93,Retrait DAB,Compte Epargne,Toulouse-Capitole,Debit,Complete,676.0,Standard,32035.93,
TXN001184,CLI0052,2024-10-16 06:08:00,-1578.77,EUR,1.0,-1578.77,Prelevement,Credit Auto, Bordeaux-Meriadeck ,Debit,Complete,838.0,Premium,11509.39,
TXN000816,CLI0046,2023-01-20 02:09:00,-262.54,USD,1.08,-243.09,Remboursement credit,Compte Epargne,Bordeaux-Meriadeck,Debit,Complete,841.0,Premium,26386.25,
TXN001998,CLI0072,2024-11-22 13:46:00,-2132.99,EUR,1.0,-2132.99,Interets,Compte Courant,Marseille-Vieux-Port,Debit,Rejete,606.0,Standard,260.32,
TXN000864,CLI0140,2024-10-27 18:51:00,-146.27,EUR,1.0,-146.27,Prelevement,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,609.0,Standard,38866.32,
TXN001083,CLI0137,2022-04-25 14:36:00,-1592.7,MAD,10.85,-146.79,Prelevement,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,725.0,Premium,32575.28,
TXN001209,CLI0070,2023-11-13 17:02:00,99999.99,USD,1.08,403.17,Interets,Compte Courant,Nantes-Commerce,Credit,Complete,425.0,Risque,1058.69,
TXN001315,CLI0139,2024-08-13 20:33:03,1094.11,CHF,0.97,1127.95,Remboursement credit,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,,Standard,26221.17,
TXN001883,CLI0134,2022-09-01 12:51:00,57.82,EUR,1.0,57.82,Prelevement,Livret A,Nice-Massena,Credit,Complete,600.0,Standard,37673.13,
TXN001290,CLI0083,2023-12-15 09:12:00,-416.35,EUR,1.0,-416.35,Retrait DAB,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,643.0,Standard,29928.25,
TXN001797,CLI0102,2022-01-08 17:50:00,-1806.1,EUR,1.0,-1806.1,Interets,Credit Auto,Marseille-Vieux-Port,Debit,Complete,677.0,Standard,17661.97,
TXN001831,CLI0014,2024-06-22 23:37:00,-1415.14,EUR,1.0,-1415.14,Depot especes,Livret A,Marseille-Vieux-Port,Debit,Complete,673.0,Standard,15032.06,
TXN000381,CLI0069,2022-01-17 07:05:00,-494.52,USD,1.08,-457.89,Depot especes,PEA,Marseille-Vieux-Port,Debit,Complete,647.0,Standard,39307.69,
TXN000605,CLI0012,2022-09-22 06:55:00,193.61,EUR,1.0,193.61,Interets,PEA,,Credit,Complete,778.0,Premium,37215.62,
TXN001693,CLI0116,2024-07-26 07:06:00,2885.1,EUR,1.0,2885.1,Remboursement credit,Compte Courant,Nice-Massena,Credit,Complete,620.0,Standard,32316.27,
TXN001793,CLI0128,2022-02-04 22:52:00,2209.06,USD,1.08,2045.43,Depot especes,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,683.0,STANDARD,47671.72,
TXN000551,CLI0136,2023-08-01 05:57:00,-381.93,USD,1.08,-353.64,Retrait DAB,Livret A,Paris-Centre,Debit,En attente,590.0,Standard,46031.81,
TXN001172,CLI0126,2022-03-27 11:03:00,459.97,USD,1.08,425.9,Retrait DAB,Livret A,Bordeaux-Meriadeck,Credit,Complete,514.0,Risque,4638.58,
TXN000252,CLI0112,2022-10-30 19:16:00,173.48,MAD,10.85,15.99,Retrait DAB,Livret A,Marseille-Vieux-Port,Credit,Complete,636.0,Standard,27862.57,
TXN001911,CLI0047,2024-01-30 09:12:00,-1986.71,EUR,1.0,-1986.71,Prelevement,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,,Risque,1562.45,
TXN001500,CLI0002,2024-11-21 23:45:00,-544.74,EUR,1.0,-544.74,Depot especes,Credit Consommation,Lyon-Part-Dieu,Debit,En attente,606.0,Standard,3572.7,
TXN000213,CLI0147,2024-11-08 00:02:00,-2583.13,EUR,1.0,-2583.13,Prelevement,Compte Courant,Nice-Massena,Debit,Complete,812.0,Premium,19210.68,
TXN001465,CLI0047,2023-06-19 16:59:00,"-2922,35",EUR,1.0,-2922.35,Prelevement,PEA,Lyon-Part-Dieu,Debit,Complete,,Risque,24616.16,
TXN001890,CLI0070,2022-10-31 22:03:00,331.7,EUR,1.0,331.7,Remboursement credit,Assurance Vie,Nantes-Commerce,Credit,En attente,425.0,Risque,36078.78,
TXN001922,CLI0129,2023-06-11 21:55:00,914.82,EUR,1.0,914.82,Virement,Credit Immobilier, Paris-Centre ,Credit,Complete,573.0,Risque,19823.54,
TXN000331,CLI0041,2022-10-27 23:46:00,-1476.34,EUR,1.0,-1476.34,Depot especes,Credit Consommation,Bordeaux-Meriadeck,Debit,Complete,643.0,Standard,11664.32,
TXN000433,CLI0044,2022-11-04 05:55:00,1327.94,EUR,1.0,1327.94,Virement international,Compte Courant,Lyon-Part-Dieu,Credit,Complete,469.0,Risque,15544.96,
TXN000277,CLI0035,2024-09-30 11:48:00,1669.72,MAD,10.85,153.89,Virement international,Compte Epargne,Lyon-Part-Dieu,Credit,Complete,600.0,Standard,11293.64,
TXN001832,CLI0139,14/07/2024 02:29,-26.91,EUR,1.0,-26.91,Retrait DAB,Assurance Vie,Marseille-Vieux-Port,Debit,En attente,674.0,Standard,13208.34,
TXN001336,CLI0094,2022-06-29 01:10:00,-7164.46,USD,1.08,-6633.76,Virement international,Compte Courant,Paris-Centre,Debit,Rejete,435.0,Risque,4209.05,
TXN001671,CLI0039,2022-09-25 22:28:00,259.05,GBP,0.86,301.22,Retrait DAB,Credit Immobilier,Lille-Grand-Place,Credit,Complete,631.0,Standard,5251.45,
TXN000292,CLI0020,2023-11-09 08:03:00,1545.44,EUR,1.0,1545.44,Interets,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,660.0,Standard,11826.5,
TXN000902,CLI0148,2024-12-25 03:17:00,"128,7",EUR,1.0,128.7,Paiement CB,Compte Epargne,Lille-Grand-Place,Credit,Complete,713.0,Standard,5155.08,
TXN000449,CLI0078,2022-12-25 03:23:00,396.77,EUR,1.0,396.77,Retrait DAB,Livret A,Marseille-Vieux-Port,Credit,Complete,647.0,,1344.25,
TXN001410,CLI0061,2023-07-06 16:14:00,-2972.47,EUR,1.0,-2972.47,Remboursement credit,Compte Courant,Marseille-Vieux-Port,Debit,Complete,341.0,Risque,41096.75,
TXN001723,CLI0061,2023-09-25 06:07:00,309.26,CHF,0.97,318.82,Retrait DAB,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,341.0,Risque,9499.97,
TXN001549,CLI0064,2023-10-23 13:11:00,121.25,GBP,0.86,140.99,Retrait DAB,Assurance Vie,Lille-Grand-Place,Credit,Complete,800.0,Premium,45607.28,
TXN001792,CLI0114,2024-10-27 22:07:03,1089.41,EUR,1.0,1089.41,Remboursement credit,Credit Consommation,Nantes-Commerce,Credit,Complete,838.0,Premium,15015.54,
TXN000304,CLI0004,2022-10-25 01:42:00,-216.98,EUR,1.0,-216.98,Prelevement,Credit Immobilier,Bordeaux-Meriadeck,Debit,Rejete,586.0,Standard,34201.18,
TXN001512,CLI0150,2022-12-24 14:04:00,-528.16,EUR,1.0,-528.16,Interets,Credit Auto,Nantes-Commerce,Debit,Complete,648.0,Standard,45542.11,
TXN001760,CLI0013,2024-11-17 01:15:00,2105.82,EUR,1.0,2105.82,Prelevement,Compte Epargne,Toulouse-Capitole,Credit,Complete,351.0,Risque,37163.09,
TXN001929,CLI0122,2024-03-05 22:18:00,3353.38,USD,1.08,3104.98,Virement international,Credit Consommation,,Credit,Complete,824.0,Premium,46792.33,
TXN000941,CLI0092,2022-11-20 09:04:00,-1626.55,GBP,0.86,-1891.34,Prelevement,Assurance Vie,Nantes-Commerce,Debit,Complete,717.0,Standard,2926.75,
TXN000068,CLI0083,2022-05-20 15:28:00,5124.8,EUR,1.0,5124.8,Virement international,Compte Courant,Lyon-Part-Dieu,Credit,Complete,643.0,Standard,3802.11,
TXN000020,CLI0106,2024-01-11 19:48:00,-1520.55,EUR,1.0,-1520.55,Virement,Compte Courant,Nantes-Commerce,Debit,Complete,652.0,Standard,27506.06,
TXN000325,CLI0116,2023-09-19 22:37:00,1388.68,EUR,1.0,1388.68,Virement international,PEA,Nice-Massena,Credit,Rejete,620.0,STANDARD,8515.11,
TXN001285,CLI0096,2023-04-06 23:58:00,425.61,EUR,1.0,425.61,Remboursement credit,Compte Epargne,Lyon-Part-Dieu,Credit,Complete,710.0,STANDARD,37795.97,
TXN001953,CLI0048,2023-01-11 08:58:00,875.01,GBP,0.86,1017.45,Remboursement credit,Livret A,Toulouse-Capitole,Credit,Complete,670.0,Standard,22084.42,
TXN001434,CLI0023,2024-07-22 02:20:00,-2823.91,EUR,1.0,-2823.91,Virement,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,636.0,Standard,12775.94,
TXN001425,CLI0100,2024-10-22 13:49:00,1680.02,EUR,1.0,1680.02,Prelevement,Compte Courant,Lille-Grand-Place,Credit,Complete,656.0,Standard,9322.96,
TXN001474,CLI0142,2023-08-04 11:28:00,-1896.89,EUR,1.0,-1896.89,Prelevement,Compte Courant,Toulouse-Capitole,Debit,Complete,676.0,STANDARD,22126.14,
TXN000055,CLI0144,2024-04-21 11:55:00,5389.66,USD,1.08,4990.43,Virement international,Compte Courant,Paris-Centre,Credit,Rejete,361.0,Risque,30060.46,
TXN000964,CLI0096,23/05/2024 09:09,122.85,EUR,1.0,122.85,Remboursement credit,PEA, Lyon-Part-Dieu ,Credit,Complete,710.0,Standard,20466.06,
TXN000932,CLI0047,26/10/2023 18:37,187.09,EUR,1.0,187.09,Paiement CB,Compte Epargne,Lyon-Part-Dieu,Credit,Complete,397.0,Risque,1573.14,
TXN001934,CLI0119,2024-02-25 00:09:00,-922.13,EUR,1.0,-922.13,Depot especes,PEA,Bordeaux-Meriadeck,Debit,Complete,793.0,Premium,21200.29,
TXN000151,CLI0128,2024-08-19 10:58:00,-649.23,EUR,1.0,-649.23,Interets,Compte Courant,Marseille-Vieux-Port,Debit,Complete,683.0,Standard,11141.58,
TXN001713,CLI0030,2024-10-04 08:06:00,-2491.64,EUR,1.0,-2491.64,Virement,PEA,Lyon-Part-Dieu,Debit,Complete,,RISQUE,27988.64,
TXN001122,CLI0025,2023-02-06 04:14:00,1568.47,EUR,1.0,1568.47,Interets,Credit Immobilier,Lyon-Part-Dieu,Credit,Complete,688.0,Standard,4201.23,
TXN001722,CLI0048,2024-03-08 21:48:00,133.54,EUR,1.0,133.54,Depot especes,Credit Auto,Toulouse-Capitole,Credit,Complete,670.0,Standard,21075.79,
TXN001131,CLI0135,2024-12-22 16:03:00,-2410.77,EUR,1.0,-2410.77,Depot especes,Credit Consommation,Nantes-Commerce,Debit,Complete,593.0,Standard,49859.02,
TXN000744,CLI0134,2024-08-27 10:38:00,-226.14,CHF,0.97,-233.13,Paiement CB,PEA,Nice-Massena,Debit,Rejete,600.0,Standard,40860.67,
TXN001744,CLI0068,2022-08-09 00:19:00,-734.37,EUR,1.0,-734.37,Remboursement credit,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,605.0,Standard,34688.01,
TXN000750,CLI0078,2024-07-02 03:30:00,-2004.79,EUR,1.0,-2004.79,Interets,Credit Consommation,Marseille-Vieux-Port,Debit,Complete,647.0,Standard,47216.07,
TXN000756,CLI0094,2023-03-31 03:25:00,"77,11",EUR,1.0,77.11,Depot especes,PEA,Paris-Centre,Credit,Complete,435.0,Risque,47150.21,
TXN001049,CLI0137,2022-06-13 04:00:00,1044.49,GBP,0.86,1214.52,Remboursement credit,Assurance Vie,Marseille-Vieux-Port,Credit,Complete,725.0,Premium,40660.47,
TXN000812,CLI0076,2022-01-22 11:14:00,-5897.72,MAD,10.85,-543.57,Virement international,Assurance Vie,Lyon-Part-Dieu,Debit,Rejete,326.0,Risque,26915.7,
TXN000662,CLI0001,2022-01-20 21:11:00,1268.83,EUR,1.0,1268.83,Interets,Credit Auto,Lille-Grand-Place,Credit,Complete,586.0,Standard,26952.76 EUR,
TXN001558,CLI0119,2024-09-04 21:40:00,-197.57,EUR,1.0,-197.57,Remboursement credit,PEA,Bordeaux-Meriadeck,Debit,Complete,793.0,Premium,5983.91,
TXN001886,CLI0063,2024-11-20 08:43:00,-696.4,EUR,1.0,-696.4,Virement,Livret A,Paris-Centre,Debit,Complete,426.0,RISQUE,12291.49,
TXN001107,CLI0148,2024-06-04 00:25:00,-4682.96,EUR,1.0,-4682.96,Virement international,Compte Epargne,Lille-Grand-Place,Debit,Complete,713.0,Standard,11338.97,
TXN000256,CLI0085,2024-08-31 08:57:00,-198.77,EUR,1.0,-198.77,Retrait DAB,Assurance Vie,Toulouse-Capitole,Debit,Complete,390.0,Risque,42158.04,
TXN000935,CLI0010,2024-02-06 19:40:00,2530.0,EUR,1.0,2530.0,Prelevement,PEA,Lyon-Part-Dieu,Credit,Complete,816.0,Premium,22530.53,
TXN000870,CLI0101,2022-11-22 10:13:00,-64.76,GBP,0.86,-75.3,Paiement CB,Compte Courant,Marseille-Vieux-Port,Debit,Complete,655.0,Standard,29705.08,
TXN001903,CLI0103,2023-07-20 02:59:00,-1883.13,GBP,0.86,-2189.69,Depot especes,Compte Epargne,Paris-Centre,Debit,Complete,683.0,Standard,22155.69,
TXN000893,CLI0106,2024-12-04 16:15:00,1754.76,USD,1.08,1624.78,Interets,Assurance Vie,Nantes-Commerce,Credit,Complete,652.0,Standard,36570.14,
TXN000874,CLI0024,2024-01-11 06:25:00,346.98,EUR,1.0,346.98,Prelevement,Compte Epargne,Lyon-Part-Dieu,Credit,Complete,592.0,Standard,47964.94,
TXN000614,CLI0048,2023-06-16 21:06:00,-228.22,EUR,1.0,-228.22,Retrait DAB,Compte Epargne,Toulouse-Capitole,Debit,Complete,,Standard,8669.59,
TXN001404,CLI0087,2022-01-24 00:49:00,-2011.4,EUR,1.0,-2011.4,Virement,Compte Courant,Toulouse-Capitole,Debit,Complete,607.0,Standard,8329.7,
TXN001101,CLI0006,2022-05-20 22:45:00,2230.22,USD,1.08,2065.02,Depot especes,PEA,Toulouse-Capitole,Credit,En attente,,Standard,22347.43,
TXN000389,CLI0097,2023-05-29 01:31:00,5711.68,USD,1.08,5288.59,Virement international,Credit Auto,Lille-Grand-Place,Credit,Complete,397.0,Risque,9412.67,
TXN000937,CLI0050,2022-07-17 06:02:00,2439.53,EUR,1.0,2439.53,Prelevement,PEA,Lyon-Part-Dieu,Credit,Complete,666.0,Standard,28457.92,
TXN000407,CLI0101,2024-10-30 02:14:00,1324.21,USD,1.08,1226.12,Interets,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,,Standard,4219.0,
TXN001316,CLI0105,2024-10-20 04:51:00,-157.43,EUR,1.0,-157.43,Depot especes,PEA,Nice-Massena,Debit,Complete,,Standard,5865.26,
TXN000795,CLI0100,2022-08-09 00:08:00,-508.85,EUR,1.0,-508.85,Depot especes,Credit Consommation,Lille-Grand-Place,Debit,Complete,656.0,Standard,41508.8,
TXN000716,CLI0134,2023-09-24 14:03:00,-1814.71,EUR,1.0,-1814.71,Prelevement,Compte Epargne,Nice-Massena,Debit,Complete,600.0,Standard,46448.15,
TXN001135,CLI0037,2023-05-12 12:50:00,-520.36,GBP,0.86,-605.07,Interets,Credit Consommation,Lille-Grand-Place,Debit,Complete,622.0,STANDARD,17585.33,
TXN001649,CLI0073,2023-09-07 20:39:00,2734.08,EUR,1.0,2734.08,Prelevement,PEA,Marseille-Vieux-Port,Credit,En attente,747.0,Premium,30868.31,
TXN001024,CLI0086,2022-12-13 18:46:00,-7565.55,CHF,0.97,-7799.54,Virement international,Compte Epargne,Toulouse-Capitole,Debit,Complete,805.0,Premium,33419.35,
TXN001056,CLI0063,2024-08-26 06:48:00,-2809.66,EUR,1.0,-2809.66,Virement,Credit Immobilier,Paris-Centre,Debit,Complete,426.0,Risque,33604.84,
TXN001801,CLI0044,2022-03-06 05:25:00,-461.65,GBP,0.86,-536.8,Prelevement,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,469.0,Risque,27688.56,
TXN000247,CLI0044,2024-08-27 03:19:00,-396.74,MAD,10.85,-36.57,Paiement CB,Assurance Vie,Lyon-Part-Dieu,Debit,Complete,469.0,Risque,27251.89,
TXN000146,CLI0122,2023-09-08 22:09:00,406.77,GBP,0.86,472.99,Retrait DAB,Compte Epargne,Nantes-Commerce,Credit,Rejete,824.0,Premium,27908.61,
TXN001919,CLI0015,2024-04-30 03:27:00,33.2,EUR,1.0,33.2,Retrait DAB,Livret A,Lyon-Part-Dieu,Credit,Complete,648.0,Standard,23552.08,
TXN001153,CLI0083,2022-03-25 07:35:00,94.41,EUR,1.0,94.41,Retrait DAB,Compte Courant,Lyon-Part-Dieu,Credit,Complete,643.0,Standard,41679.07,
TXN001891,CLI0036,2022-11-08 04:41:00,-706.35,USD,1.08,-654.03,Prelevement,Assurance Vie,Marseille-Vieux-Port,Debit,Rejete,572.0,Risque,7549.66,
TXN000623,CLI0042,2022-06-26 21:30:00,-81.97,EUR,1.0,-81.97,Retrait DAB,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,638.0,Standard,20857.62,
TXN001990,CLI0109,2024-05-21 21:09:03,2579.3,EUR,1.0,2579.3,Prelevement,Credit Consommation,Lyon-Part-Dieu,Credit,Rejete,701.0,Standard,44314.35,
TXN000461,CLI0103,2023-05-15 17:10:00,-2922.98,EUR,1.0,-2922.98,Remboursement credit,PEA, Paris-Centre ,Debit,Complete,683.0,Standard,34733.59,
TXN000487,CLI0083,01/06/2022 08:49,-49.95,EUR,1.0,-49.95,Paiement CB,Compte Courant,Lyon-Part-Dieu,Debit,Complete,,Standard,40658.76,
TXN001956,CLI0058,2022-11-20 15:11:00,-1645.71,EUR,1.0,-1645.71,Depot especes,Livret A,Marseille-Vieux-Port,Debit,Complete,704.0,Standard,11188.21,
TXN000091,CLI0112,2024-03-02 10:11:00,-1513.8,USD,1.08,-1401.67,Remboursement credit,Assurance Vie,Marseille-Vieux-Port,Debit,Complete,636.0,Standard,36381.36,
TXN001230,CLI0122,2023-11-10 22:12:00,452.89,EUR,1.0,452.89,Paiement CB,Credit Consommation,Nantes-Commerce,Credit,Complete,824.0,Premium,30508.42,
TXN000493,CLI0021,17/08/2023 20:12,"-571,02",USD,1.08,-528.72,Interets,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,697.0,,15013.63,
TXN000171,CLI0052,2024-03-26 10:18:00,2217.88,EUR,1.0,2217.88,Interets,Credit Consommation,Bordeaux-Meriadeck,Credit,Complete,838.0,Premium,14086.98,
TXN001646,CLI0127,2023-01-27 04:29:00,-1805.13,USD,1.08,-1671.42,Prelevement,PEA,Nice-Massena,Debit,Complete,691.0,Standard,29535.37,
TXN000057,CLI0072,2022-02-23 19:59:00,335.76,GBP,0.86,390.42,Retrait DAB,Compte Courant, Marseille-Vieux-Port ,Credit,Complete,,Standard,35164.67,
TXN000405,CLI0112,2022-09-04 07:47:00,1975.7,CHF,0.97,2036.8,Remboursement credit,Compte Courant,Marseille-Vieux-Port,Credit,Complete,636.0,Standard,31646.46,
